     0.000	     0.000	     0.000
  -172.519	   -58.060	   182.027
   118.220	   138.634	   182.196
   -28.580	  -180.113	   182.366
   -58.139	   173.037	   182.543
   142.033	  -114.944	   182.717
  -181.877	    19.247	   182.893
   162.537	    84.239	   183.070
   -87.917	  -160.782	   183.249
   -18.406	   182.504	   183.430
   119.694	  -139.237	   183.612
  -178.418	    44.140	   183.797
   175.190	    56.215	   183.988
  -107.689	  -149.411	   184.176
    -3.669	   184.329	   184.365
   115.037	  -144.318	   184.557
  -179.625	    43.213	   184.750
   167.775	    77.820	   184.945
   -81.771	  -166.105	   185.141
   -29.199	   183.031	   185.346
   139.983	  -121.787	   185.546
  -185.738	     1.995	   185.748
   141.843	   120.244	   185.952
   -26.909	  -184.203	   186.158
  -103.092	   155.255	   186.366
   181.014	   -45.210	   186.575
  -163.581	   -90.169	   186.786
    69.334	   173.677	   187.005
    70.533	  -173.426	   187.220
  -171.919	    74.675	   187.437
   174.709	    68.495	   187.656
   -74.044	  -172.670	   187.876
   -72.490	   173.569	   188.098
   175.863	   -67.362	   188.323
  -174.822	   -70.642	   188.555
    66.474	   176.693	   188.783
    86.571	  -168.022	   189.013
  -183.325	    46.963	   189.245
   156.155	   107.320	   189.478
   -20.280	  -188.627	   189.714
  -131.290	   137.275	   189.951
   189.708	    13.530	   190.190
  -119.484	  -148.292	   190.438
   -41.281	   186.159	   190.681
   172.128	   -82.612	   190.926
  -170.764	   -85.945	   191.173
    34.665	   188.257	   191.422
   130.507	  -140.378	   191.672
  -190.592	   -22.577	   191.925
   103.529	   161.918	   192.187
    72.883	  -178.108	   192.443
  -188.206	    41.380	   192.701
   140.106	   132.682	   192.961
    32.816	  -190.416	   193.223
  -177.590	    76.807	   193.487
   160.741	   108.180	   193.753
     5.980	  -193.929	   194.021
  -162.054	   107.195	   194.299
   175.838	    83.300	   194.571
   -18.078	  -194.004	   194.844
  -158.851	   113.305	   195.120
   177.348	    82.025	   195.397
   -14.886	  -195.110	   195.677
  -164.250	   106.871	   195.958
   177.442	    83.836	   196.250
    -8.201	  -196.364	   196.535
  -171.176	    97.148	   196.823
   163.921	   109.467	   197.112
    25.911	  -195.695	   197.403
  -187.855	    61.596	   197.696
   135.922	   143.964	   197.991
    74.092	  -183.925	   198.288
  -197.641	    19.442	   198.595
    97.384	   173.425	   198.896
   121.218	  -158.071	   199.199
  -192.905	   -50.888	   199.504
    25.842	   198.132	   199.811
   174.784	   -97.459	   200.119
  -154.346	  -127.865	   200.430
   -54.222	   193.290	   200.751
   200.435	   -15.915	   201.066
   -82.723	  -183.607	   201.382
  -146.378	   138.768	   201.701
   178.691	    94.243	   202.021
    33.683	  -199.520	   202.343
  -200.622	    28.719	   202.667
    87.005	   183.402	   202.993
   143.153	  -144.397	   203.331
  -178.936	   -97.261	   203.661
   -45.183	   198.926	   203.993
   204.142	    -8.687	   204.327
   -60.432	  -195.537	   204.662
  -174.950	   106.853	   205.000
   145.602	   144.791	   205.340
    98.344	  -180.658	   205.691
  -198.226	   -56.184	   206.035
   -12.897	   205.977	   206.380
   204.633	   -29.352	   206.728
   -68.823	  -195.305	   207.077
  -179.339	   104.230	   207.428
   134.726	   158.183	   207.781
   133.280	  -159.865	   208.136
  -184.706	   -96.733	   208.503
   -67.614	   197.615	   208.862
   205.632	    38.599	   209.223
    10.495	  -209.323	   209.585
  -209.333	    16.087	   209.950
    40.717	   206.337	   210.316
   201.005	   -63.126	   210.685
   -92.592	  -189.672	   211.066
  -180.693	   109.800	   211.438
   124.661	   171.242	   211.812
   161.765	  -137.316	   212.188
  -147.934	  -152.642	   212.565
  -144.185	   156.704	   212.945
   163.815	   136.649	   213.326
   130.235	  -169.442	   213.710
  -179.436	  -116.808	   214.106
  -112.974	   182.330	   214.493
   184.192	   110.669	   214.882
   109.943	  -185.081	   215.273
  -185.016	  -110.818	   215.665
  -113.293	   183.975	   216.060
   181.892	   117.340	   216.456
   114.710	  -184.044	   216.866
  -179.818	  -121.942	   217.266
  -130.533	   174.185	   217.668
   166.933	   140.316	   218.071
   151.069	  -157.830	   218.476
  -146.632	  -162.509	   218.884
  -174.279	   133.102	   219.293
   117.021	   185.945	   219.703
   192.578	  -106.630	   220.128
   -85.391	  -203.341	   220.542
  -212.304	    61.236	   220.959
    34.261	   218.709	   221.377
   221.746	    -4.724	   221.796
    26.922	  -220.581	   222.218
  -214.404	   -59.999	   222.641
   -85.137	   206.193	   223.078
   189.298	   118.831	   223.505
   150.703	  -165.635	   223.934
  -135.111	  -179.121	   224.364
  -202.293	    98.034	   224.796
    55.203	   218.360	   225.229
